6.6	10.42440927	10.73798975	10.93711486	11.11971345	11.37970293	11.62916685	14.28085238
6.6	10.57285145	10.87726461	10.8002985	11.15478323	11.56557153	11.99735646	14.00026513
6.6	10.46244761	10.87780462	10.96194226	11.17913375	11.43232467	11.64383363	14.21762657
11	10.22863069	10.611822	10.71901866	10.86467989	11.22093669	11.63073999	13.90306047
11	10.3165881	10.63410871	10.68384635	10.97967847	11.32650009	11.72871194	13.67847755
11	10.27962466	10.57762607	10.76551179	10.91450988	11.20072236	11.5753936	13.85766782
17.7	10.13154398	10.48852694	10.51441053	10.75943681	11.10310553	11.59184245	13.58742473
17.7	10.19870829	10.34268829	10.55270162	10.77966667	11.09186949	11.57956187	13.42665278
17.7	10.18083943	10.44081168	10.57787239	10.71923604	11.06557159	11.58567452	13.52973437
21.8	10.03986668	10.31790623	10.4121004	10.61893458	10.98652234	11.61620873	13.41310154
21.8	10.05567835	10.32125207	10.4406016	10.63669989	10.97826247	11.55959326	13.22265478
21.8	10.08482393	10.32011143	10.43111391	10.59354049	10.94087514	11.53512373	13.33365106
27.3	10.03826068	10.29182496	10.31538737	10.58100283	10.98059644	11.55250594	13.29367683
27.3	10.03647765	10.24593614	10.34796244	10.62536134	10.92630531	11.53660397	13.12646176
27.3	9.997920701	10.3194209	10.44462463	10.64513975	10.98396722	11.49598831	13.13333246
32	10.02204553	10.21303093	10.24604871	10.51048339	10.87645817	11.62296353	13.09675641
32	9.98617223	10.20436721	10.25935206	10.60117631	10.79095517	11.55134836	13.00363501
32	9.99698072	10.25691062	10.4362288	10.65006121	10.95814737	11.53329247	12.97292769
36.6	9.984706762	10.16476468	10.15212312	10.45139782	10.85209446	11.60317904	12.88418569
36.6	9.996976416	10.14926889	10.2942111	10.53787489	10.87578222	11.50201039	12.8230913
36.6	9.942489725	10.28010664	10.42751809	10.63108325	10.94253541	11.54737579	12.79564782
